Year,Statistic,Name(s),Team(s),#,Date of Birth
1962,Base on Balls,Mickey Mantle,New York,122,10-20-1931  (Libra)
1962,Batting Average,Pete Runnels,Boston,.326,01-28-1928  (Aquarius)
1962,Doubles,Floyd Robinson,Chicago,45,05-09-1936  (Taurus)
1962,Hits,Bobby Richardson,New York,209,08-19-1935  (Leo)
1962,Home Runs,Harmon Killebrew,Minnesota,48,06-29-1936  (Cancer)
1962,On Base Percentage,Mickey Mantle,New York,.488,10-20-1931  (Libra)
1962,RBI,Harmon Killebrew,MInnesota,126,06-29-1936  (Cancer)
1962,Runs,Albie Pearson,Los Angeles,115,09-12-1934  (Virgo)
1962,Slugging Average,Mickey Mantle,New York,.605,10-20-1931  (Libra)
1962,Stolen Bases,Luis Aparicio,Chicago,31,04-29-1934  (Taurus)
1962,Total Bases,Rocky Colavito,Detroit,309,08-10-1933  (Leo)
1962,Triples,Gino Cimoli,Kansas City,15,12-18-1929  (Sagittarius)
1963,Base on Balls,Carl Yastrzemski,Boston,95,08-22-1939  (Leo)
1963,Batting Average,Carl Yastrzemski,Boston,.321,08-22-1939  (Leo)
1963,Doubles,Carl Yastrzemski,Boston,40,08-22-1939  (Leo)
1963,Hits,Carl Yastrzemski,Boston,183,08-22-1939  (Leo)
1963,Home Runs,Harmon Killebrew,Minnesota,45,06-29-1936  (Cancer)
1963,On Base Percentage,Carl Yastrzemski,Boston,.419,08-22-1939  (Leo)
1963,RBI,Dick Stuart,Boston,118,11-07-1932  (Scorpio)
1963,Runs,Bob Allison,Minnesota,99,07-11-1934  (Cancer)
1963,Slugging Average,Harmon Killebrew,Minnesota,.555,06-29-1936  (Cancer)
1963,Stolen Bases,Luis Aparicio,Baltimore,40,04-29-1934  (Taurus)
1963,Total Bases,Dick Stuart,Boston,319,11-07-1932  (Scorpio)
1963,Triples,Zoilo Versalles,Minnesota,13,12-18-1939  (Sagittarius)
1964,Base on Balls,Norm Siebern,Baltimore,106,07-26-1933  (Leo)
1964,Batting Average,Tony Oliva,Minnesota,.323,07-20-1938  (Cancer)
1964,Doubles,Tony Oliva,Minnesota,43,07-20-1938  (Cancer)
1964,Hits,Tony Oliva,Minnesota,217,07-20-1938  (Cancer)
1964,Home Runs,Harmon Killebrew,Minnesota,49,06-29-1936  (Cancer)
1964,On Base Percentage,Mickey Mantle,New York,.426,10-20-1931  (Libra)
1964,RBI,Brooks Robinson,Baltimore,118,05-18-1937  (Taurus)
1964,Runs,Tony Oliva,Minnesota,109,07-20-1938  (Cancer)
1964,Slugging Average,Boog Powell,Baltimore,.606,08-17-1941  (Leo)
1964,Stolen Bases,Luis Aparicio,Baltimore,57,04-29-1934  (Taurus)
1964,Total Bases,Tony Oliva,Minnesota,374,07-20-1938  (Cancer)
1964,Triples,Rich Rollins,Minnesota,10,04-16-1938  (Aries)
1965,Base on Balls,Rocky Colavito,Cleveland,93,08-10-1933  (Leo)
1965,Batting Average,Tony Oliva,Minnesota,.321,07-20-1938  (Cancer)
1965,Doubles,Zoilo Versalles,Minnesota,45,12-18-1939  (Sagittarius)
1965,Hits,Tony Oliva,Minnesota,185,07-20-1938  (Cancer)
1965,Home Runs,Tony Conigliaro,Boston,32,01-07-1945  (Capricorn)
1965,On Base Percentage,Carl Yastrzemski,Boston,.398,08-22-1939  (Leo)
1965,RBI,Rocky Colavito,Cleveland,108,08-10-1933  (Leo)
1965,Runs,Zoilo Versalles,Minnesota,126,12-18-1939  (Sagittarius)
1965,Slugging Average,Carl Yastrzemski,Boston,.536,08-22-1939  (Leo)
1965,Stolen Bases,Bert Campaneris,Kansas City,51,03-09-1942  (Pisces)
1965,Total Bases,Zoilo Versalles,Minnesota,308,12-18-1939  (Sagittarius)
1965,Triples,Bert Campaneris,Kansas City,12,03-09-1942  (Pisces)
1966,Base on Balls,Harmon Killebrew,Minnesota,103,06-29-1936  (Cancer)
1966,Batting Average,Frank Robinson,Baltimore,.316,08-31-1935  (Virgo)
1966,Doubles,Carl Yastrzemski,Boston,39,08-22-1939  (Leo)
1966,Hits,Tony Oliva,Minnesota,191,07-20-1938  (Cancer)
1966,Home Runs,Frank Robinson,Baltimore,49,08-31-1935  (Virgo)
1966,On Base Percentage,Frank Robinson,Baltimore,.415,08-31-1935  (Virgo)
1966,RBI,Frank Robinson,Baltimore,122,08-31-1935  (Virgo)
1966,Runs,Frank Robinson,Baltimore,122,08-31-1935  (Virgo)
1966,Slugging Average,Frank Robinson,Baltimore,.637,08-31-1935  (Virgo)
1966,Stolen Bases,Bert Campaneris,Kansas City,52,03-09-1942  (Pisces)
1966,Total Bases,Frank Robinson,Baltimore,367,08-31-1935  (Virgo)
1966,Triples,Bobby Knoop,California,11,10-18-1938  (Libra)
1967,Base on Balls,Harmon Killebrew,Minnesota,131,06-29-1936  (Cancer)
1967,Batting Average,Carl Yastrzemski,Boston,.326,08-22-1939  (Leo)
1967,Doubles,Tony Oliva,Minnesota,34,07-20-1938  (Cancer)
1967,Hits,Carl Yastrzemski,Boston,189,08-22-1939  (Leo)
1967,Home Runs,Harmon Killebrew,Minnesota,44,06-29-1936  (Cancer)
1967,On Base Percentage,Carl Yastrzemski,Boston,.421,08-22-1939  (Leo)
1967,RBI,Carl Yastrzemski,Boston,121,08-22-1939  (Leo)
1967,Runs,Carl Yastrzemski,Boston,112,08-22-1939  (Leo)
1967,Slugging Average,Carl Yastrzemski,Boston,.622,08-22-1939  (Leo)
1967,Stolen Bases,Bert Campaneris,Kansas City,55,03-09-1942  (Pisces)
1967,Total Bases,Carl Yastrzemski,Boston,360,08-22-1939  (Leo)
1967,Triples,Paul Blair,Baltimore,12,02-01-1944  (Aquarius)
1968,Base on Balls,Carl Yastrzemski,Boston,119,08-22-1939  (Leo)
1968,Batting Average,Carl Yastrzemski,Boston,.301,08-22-1939  (Leo)
1968,Doubles,Reggie Smith,Boston,37,04-02-1945  (Aries)
1968,Hits,Bert Campaneris,Oakland,177,03-09-1942  (Pisces)
1968,Home Runs,Frank Howard,Washington,44,08-08-1936  (Leo)
1968,On Base Percentage,Carl Yastrzemski,Boston,.429,08-22-1939  (Leo)
1968,RBI,Ken Harrelson,Boston,109,09-04-1941  (Virgo)
1968,Runs,Dick McAuliffe,Detroit,95,11-29-1939  (Sagittarius)
1968,Slugging Average,Frank Howard,Washington,.552,08-08-1936  (Leo)
1968,Stolen Bases,Bert Campaneris,Oakland,62,03-09-1942  (Pisces)
1968,Total Bases,Frank Howard,Washington,330,08-08-1936  (Leo)
1968,Triples,Jim Fregosi,California,13,04-04-1942  (Aries)
1969,Base on Balls,Harmon Killebrew,Minnesota,145,06-29-1936  (Cancer)
1969,Batting Average,Rod Carew,Minnesota,.332,10-01-1945  (Libra)
1969,Doubles,Tony Oliva,Minnesota,39,07-20-1938  (Cancer)
1969,Hits,Tony Oliva,Minnesota,197,07-20-1938  (Cancer)
1969,Home Runs,Harmon Killebrew,Minnesota,49,06-29-1936  (Cancer)
1969,On Base Percentage,Harmon Killebrew,Minnesota,.430,06-29-1936  (Cancer)
1969,RBI,Harmon Killebrew,Minnesota,140,06-29-1936  (Cancer)
1969,Runs,Reggie Jackson,Oakland,123,05-18-1946  (Taurus)
1969,Slugging Average,Reggie Jackson,Oakland,.608,05-18-1946  (Taurus)
1969,Stolen Bases,Tommy Harper,Seattle,73,10-14-1940  (Libra)
1969,Total Bases,Frank Howard,Washington,340,08-08-1936  (Leo)
1969,Triples,Del Unser,Washington,8,12-09-1944  (Sagittarius)
1970,Base on Balls,Frank Howard,Washington,132,08-08-1936  (Leo)
1970,Batting Average,Alex Johnson,California,.329,12-07-1942  (Sagittarius)
1970,Doubles,Tony Oliva,Minnesota,36,07-20-1938  (Cancer)
1970,Hits,Tony Oliva,Minnesota,204,07-20-1938  (Cancer)
1970,Home Runs,Frank Howard,Washington,44,08-08-1936  (Leo)
1970,On Base Percentage,Carl Yastrzemski,Boston,.453,08-22-1939  (Leo)
1970,RBI,Frank Howard,Washington,126,08-08-1936  (Leo)
1970,Runs,Carl Yastrzemski,Boston,125,08-22-1939  (Leo)
1970,Slugging Average,Carl Yastrzemski,Boston,.592,08-22-1939  (Leo)
1970,Stolen Bases,Bert Campaneris,Oakland,42,03-09-1942  (Pisces)
1970,Total Bases,Carl Yastrzemski,Boston,335,08-22-1939  (Leo)
1970,Triples,Cesar Tovar,Minnesota,13,07-03-1940  (Cancer)
1971,Base on Balls,Harmon Killebrew,Minnesota,114,06-29-1936  (Cancer)
1971,Batting Average,Tony Oliva,Minnesota,.337,07-20-1938  (Cancer)
1971,Doubles,Reggie Smith,Boston,33,04-02-1945  (Aries)
1971,Hits,Cesar Tovar,Minnesota,204,07-03-1940  (Cancer)
1971,Home Runs,Bill Melton,Chicago,33,07-07-1945  (Cancer)
1971,On Base Percentage,Bobby Murcer,New York,.429,05-20-1946  (Taurus)
1971,RBI,Harmon Killebrew,Minnesota,119,06-29-1936  (Cancer)
1971,Runs,Don Buford,Baltimore,99,02-02-1937  (Aquarius)
1971,Slugging Average,Tony Oliva,Minnesota,.546,07-20-1938  (Cancer)
1971,Stolen Bases,Amos Otis,Kansas City,52,04-26-1947  (Taurus)
1971,Total Bases,Reggie Smith,Boston,302,04-02-1945  (Aries)
1971,Triples,Freddie Patek,Kansas City,11,10-09-1944  (Libra)
1972,Base on Balls,Dick Allen,Chicago,99,03-08-1942  (Pisces)
1972,Batting Average,Rod Carew,Minnesota,.318,10-01-1945  (Libra)
1972,Doubles,Lou Piniella,Kansas City,33,08-28-1943  (Virgo)
1972,Hits,Joe Rudi,Oakland,181,09-07-1946  (Virgo)
1972,Home Runs,Dick Allen,Chicago,37,03-08-1942  (Pisces)
1972,On Base Percentage,Dick Allen,Chicago,.422,03-08-1942  (Pisces)
1972,RBI,Dick Allen,Chicago,113,03-08-1942  (Pisces)
1972,Runs,Bobby Murcer,New York,102,05-20-1946  (Taurus)
1972,Slugging Average,Dick Allen,Chicago,.603,03-08-1942  (Pisces)
1972,Stolen Bases,Bert Campaneris,Oakland,52,03-09-1942  (Pisces)
1972,Total Bases,Bobby Murcer,New York,314,05-20-1946  (Taurus)
1972,Triples,Joe Rudi,Oakland,9,09-07-1946  (Virgo)
1973,Base on Balls,John Mayberry,Kansas City,122,02-18-1949  (Aquarius)
1973,Batting Average,Rod Carew,Minnesota,.350,10-01-1945  (Libra)
1973,Doubles,Sal Bando,Oakland,32,02-13-1944  (Aquarius)
1973,Hits,Rod Carew,Minnesota,203,10-01-1945  (Libra)
1973,Home Runs,Reggie Jackson,Oakland,32,05-18-1946  (Taurus)
1973,On Base Percentage,John Mayberry,Kansas City,.420,02-18-1949  (Aquarius)
1973,RBI,Reggie Jackson,Oakland,117,05-18-1946  (Taurus)
1973,Runs,Reggie Jackson,Oakland,99,05-18-1946  (Taurus)
1973,Slugging Average,Reggie Jackson,Oakland,.531,05-18-1946  (Taurus)
1973,Stolen Bases,Tommy Harper,Boston,54,10-14-1940  (Libra)
1973,Total Bases,Sal Bando,Oakland,295,02-13-1944  (Aquarius)
1973,Triples,Al Bumbry,Baltimore,11,04-21-1947  (Taurus)
1974,Base on Balls,Gene Tenace,Oakland,110,10-10-1946  (Libra)
1974,Batting Average,Rod Carew,Minnesota,.364,10-01-1945  (Libra)
1974,Doubles,Joe Rudi,Oakland,39,09-07-1946  (Virgo)
1974,Hits,Rod Carew,Minnesota,218,10-01-1945  (Libra)
1974,Home Runs,Dick Allen,Chicago,32,03-08-1942  (Pisces)
1974,On Base Percentage,Rod Carew,Minnesota,.435,10-01-1945  (Libra)
1974,RBI,Jeff Burroughs,Texas,118,03-07-1951  (Pisces)
1974,Runs,Carl Yastrzemski,Boston,93,08-22-1939  (Leo)
1974,Slugging Average,Dick Allen,Chicago,.563,03-08-1942  (Pisces)
1974,Stolen Bases,Billy North,Oakland,54,05-15-1948  (Taurus)
1974,Total Bases,Joe Rudi,Oakland,287,09-07-1946  (Virgo)
1974,Triples,Mickey Rivers,California,11,10-30-1948  (Scorpio)
1975,Base on Balls,John Mayberry,Kansas City,119,02-18-1949  (Aquarius)
1975,Batting Average,Rod Carew,Minnesota,.359,10-01-1945  (Libra)
1975,Doubles,Fred Lynn,Boston,47,02-03-1952  (Aquarius)
1975,Hits,George Brett,Kansas City,195,05-15-1953  (Taurus)
1975,Home Runs,Reggie Jackson,Oakland,36,05-18-1946  (Taurus)
1975,On Base Percentage,Rod Carew,Minnesota,.428,10-01-1945  (Libra)
1975,RBI,George Scott,Milwaukee,109,03-23-1944  (Aries)
1975,Runs,Fred Lynn,Boston,103,02-03-1952  (Aquarius)
1975,Slugging Average,Fred Lynn,Boston,.566,02-03-1952  (Aquarius)
1975,Stolen Bases,Mickey Rivers,California,70,10-30-1948  (Scorpio)
1975,Total Bases,George Scott,Milwaukee,318,03-23-1944  (Aries)
1975,Triples,George Brett,Kansas City,13,05-15-1953  (Taurus)
1976,Base on Balls,Mike Hargrove,Texas,97,10-26-1949  (Scorpio)
1976,Batting Average,George Brett,Kansas City,.333,05-15-1953  (Taurus)
1976,Doubles,Amos Otis,Kansas City,40,04-26-1947  (Taurus)
1976,Hits,George Brett,Kansas City,215,05-15-1953  (Taurus)
1976,Home Runs,Graig Nettles,New York,32,08-20-1944  (Leo)
1976,On Base Percentage,Hal McRae,Kansas City,.412,07-10-1945  (Cancer)
1976,RBI,Lee May,Baltimore,109,03-23-1943  (Aries)
1976,Runs,Roy White,New York,104,12-27-1943  (Capricorn)
1976,Slugging Average,Reggie Jackson,Baltimore,.502,05-18-1946  (Taurus)
1976,Stolen Bases,Billy North,Oakland,75,05-15-1948  (Taurus)
1976,Total Bases,George Brett,Kansas City,298,05-15-1953  (Taurus)
1976,Triples,George Brett,Kansas City,14,05-15-1953  (Taurus)
1977,Base on Balls,Toby Harrah,Texas,109,10-26-1948  (Scorpio)
1977,Batting Average,Rod Carew,Minnesota,.388,10-01-1945  (Libra)
1977,Doubles,Hal McRae,Kansas City,54,07-10-1945  (Cancer)
1977,Hits,Rod Carew,Minnesota,239,10-01-1945  (Libra)
1977,Home Runs,Jim Rice,Boston,39,03-08-1953  (Pisces)
1977,On Base Percentage,Rod Carew,Minnesota,.452,10-01-1945  (Libra)
1977,RBI,Larry Hisle,Minnesota,119,05-05-1947  (Taurus)
1977,Runs,Rod Carew,Minnesota,128,10-01-1945  (Libra)
1977,Slugging Average,Jim Rice,Boston,.593,03-08-1953  (Pisces)
1977,Stolen Bases,Freddie Patek,Kansas City,53,10-09-1944  (Libra)
1977,Total Bases,Jim Rice,Boston,382,03-08-1953  (Pisces)
1977,Triples,Rod Carew,Minnesota,16,10-01-1945  (Libra)
1978,Base on Balls,Mike Hargrove,Texas,107,10-26-1949  (Scorpio)
1978,Batting Average,Rod Carew,Minnesota,.333,10-01-1945  (Libra)
1978,Doubles,George Brett,Kansas City,45,05-15-1953  (Taurus)
1978,Hits,Jim Rice,Boston,213,03-08-1953  (Pisces)
1978,Home Runs,Jim Rice,Boston,46,03-08-1953  (Pisces)
1978,On Base Percentage,Rod Carew,Minnesota,.415,10-01-1945  (Libra)
1978,RBI,Jim Rice,Boston,139,03-08-1953  (Pisces)
1978,Runs,Ron LeFlore,Detroit,126,06-16-1948  (Gemini)
1978,Slugging Average,Jim Rice,Boston,.600,03-08-1953  (Pisces)
1978,Stolen Bases,Ron LeFlore,Detroit,68,06-16-1948  (Gemini)
1978,Total Bases,Jim Rice,Boston,406,03-08-1953  (Pisces)
1978,Triples,Jim Rice,Boston,15,03-08-1953  (Pisces)
1980,Base on Balls,Willie Randolph,New York,119,07-06-1954  (Cancer)
1980,Batting Average,George Brett,Kansas City,.390,05-15-1953  (Taurus)
1980,Doubles,Robin Yount,Milwaukee,49,09-16-1955  (Virgo)
1980,Hits,Willie Wilson,Kansas City,230,07-09-1955  (Cancer)
1980,Home Runs,Ben Oglivie,Milwaukee,41,02-11-1949  (Aquarius)
1980,On Base Percentage,George Brett,Kansas City,.461,05-15-1953  (Taurus)
1980,RBI,Cecil Cooper,Milwaukee,122,12-20-1949  (Sagittarius)
1980,Runs,Willie Wilson,Kansas City,133,07-09-1955  (Cancer)
1980,Slugging Average,George Brett,Kansas City,.664,05-15-1953  (Taurus)
1980,Stolen Bases,Rickey Henderson,Oakland,100,12-25-1958  (Capricorn)
1980,Total Bases,Cecil Cooper,Milwaukee,335,12-20-1949  (Sagittarius)
1980,Triples,Alfredo Griffin,Toronto,15,10-06-1957  (Libra)
1981,Base on Balls,Dwight Evans,Boston,85,11-03-1951  (Scorpio)
1981,Batting Average,Carney Lansford,Boston,.336,02-07-1957  (Aquarius)
1981,Doubles,Cecil Cooper,Milwaukee,35,12-20-1949  (Sagittarius)
1981,Hits,Rickey Henderson,Oakland,135,12-25-1958  (Capricorn)
1981,Home Runs,Tony Armas,Oakland,22,07-02-1953  (Cancer)
1981,On Base Percentage,Mike Hargrove,Cleveland,.432,10-26-1949  (Scorpio)
1981,RBI,Eddie Murray,Baltimore,78,02-24-1956  (Pisces)
1981,Runs,Rickey Henderson,Oakland,89,12-25-1958  (Capricorn)
1981,Slugging Average,Bobby Grich,California,.543,01-15-1949  (Capricorn)
1981,Stolen Bases,Rickey Henderson,Oakland,56,12-25-1958  (Capricorn)
1981,Total Bases,Dwight Evans,Boston,215,11-03-1951  (Scorpio)
1981,Triples,John Castino,Minnesota,9,10-23-1954  (Libra)
1982,Base on Balls,Rickey Henderson,Oakland,116,12-25-1958  (Capricorn)
1982,Batting Average,Willie Wilson,Kansas City,.332,07-09-1955  (Cancer)
1982,Doubles,Hal McRae,Kansas City,46,07-10-1945  (Cancer)
1982,Hits,Robin Yount,Milwaukee,210,09-16-1955  (Virgo)
1982,Home Runs,Reggie Jackson,California,39,05-18-1946  (Taurus)
1982,On Base Percentage,Dwight Evans,Boston,.403,11-03-1951  (Scorpio)
1982,RBI,Hal McRae,Kansas City,133,07-10-1945  (Cancer)
1982,Runs,Paul Molitor,Milwaukee,136,08-22-1956  (Leo)
1982,Slugging Average,Robin Yount,Milwaukee,.578,09-16-1955  (Virgo)
1982,Stolen Bases,Rickey Henderson,Oakland,130,12-25-1958  (Capricorn)
1982,Total Bases,Robin Yount,Milwaukee,367,09-16-1955  (Virgo)
1982,Triples,Willie Wilson,Kansas City,15,07-09-1955  (Cancer)
1983,Base on Balls,Rickey Henderson,Oakland,103,12-25-1958  (Capricorn)
1983,Batting Average,Wade Boggs,Boston,.361,06-15-1958  (Gemini)
1983,Doubles,"Cal Ripken, Jr.",Baltimore,47,08-24-1960  (Virgo)
1983,Hits,"Cal Ripken, Jr.",Baltimore,211,08-24-1960  (Virgo)
1983,Home Runs,Jim Rice,Boston,39,03-08-1953  (Pisces)
1983,On Base Percentage,Wade Boggs,Boston,.449,06-15-1958  (Gemini)
1983,RBI,Cecil Cooper,Milwaukee,126,12-20-1949  (Sagittarius)
1983,Runs,"Cal Ripken, Jr.",Baltimore,121,08-24-1960  (Virgo)
1983,Slugging Average,George Brett,Kansas City,.563,05-15-1953  (Taurus)
1983,Stolen Bases,Rickey Henderson,Oakland,108,12-25-1958  (Capricorn)
1983,Total Bases,Jim Rice,Boston,344,03-08-1953  (Pisces)
1983,Triples,Robin Yount,Milwaukee,10,09-16-1955  (Virgo)
1984,Base on Balls,Eddie Murray,Baltimore,107,02-24-1956  (Pisces)
1984,Batting Average,Don Mattingly,New York,.343,04-20-1961  (Aries)
1984,Doubles,Don Mattingly,New York,44,04-20-1961  (Aries)
1984,Hits,Don Mattingly,New York,207,04-20-1961  (Aries)
1984,Home Runs,Tony Armas,Boston,43,07-02-1953  (Cancer)
1984,On Base Percentage,Eddie Murray,Baltimore,.415,02-24-1956  (Pisces)
1984,RBI,Tony Armas,Boston,123,07-02-1953  (Cancer)
1984,Runs,Dwight Evans,Boston,121,11-03-1951  (Scorpio)
1984,Slugging Average,Harold Baines,Chicago,.541,03-15-1959  (Pisces)
1984,Stolen Bases,Rickey Henderson,Oakland,66,12-25-1958  (Capricorn)
1984,Total Bases,Tony Armas,Boston,339,07-02-1953  (Cancer)
1984,Triples,Dave Collins,Toronto,15,10-20-1952  (Libra)
1985,Base on Balls,Dwight Evans,Boston,114,11-03-1951  (Scorpio)
1985,Batting Average,Wade Boggs,Boston,.368,06-15-1958  (Gemini)
1985,Doubles,Don Mattingly,New York,48,04-20-1961  (Aries)
1985,Hits,Wade Boggs,Boston,240,06-15-1958  (Gemini)
1985,Home Runs,Darrell Evans,Detroit,40,05-26-1947  (Gemini)
1985,On Base Percentage,Wade Boggs,Boston,.452,06-15-1958  (Gemini)
1985,RBI,Don Mattingly,New York,145,04-20-1961  (Aries)
1985,Runs,Rickey Henderson,New York,146,12-25-1958  (Capricorn)
1985,Slugging Average,George Brett,Kansas City,.585,05-15-1953  (Taurus)
1985,Stolen Bases,Rickey Henderson,New York,80,12-25-1958  (Capricorn)
1985,Total Bases,Don Mattingly,New York,370,04-20-1961  (Aries)
1985,Triples,Willie Wilson,Kansas City,21,07-09-1955  (Cancer)
1986,Base on Balls,Wade Boggs,Boston,106,06-15-1958  (Gemini)
1986,Batting Average,Wade Boggs,Boston,.357,06-15-1958  (Gemini)
1986,Doubles,Don Mattingly,New York,53,04-20-1961  (Aries)
1986,Hits,Don Mattingly,New York,238,04-20-1961  (Aries)
1986,Home Runs,Jesse Barfield,Toronto,40,10-29-1959  (Scorpio)
1986,On Base Percentage,Wade Boggs,Boston,.455,06-15-1958  (Gemini)
1986,RBI,Joe Carter,Cleveland,121,03-07-1960  (Pisces)
1986,Runs,Rickey Henderson,New York,130,12-25-1958  (Capricorn)
1986,Slugging Average,Don Mattingly,New York,.573,04-20-1961  (Aries)
1986,Stolen Bases,Rickey Henderson,New York,87,12-25-1958  (Capricorn)
1986,Total Bases,Don Mattingly,New York,388,04-20-1961  (Aries)
1986,Triples,Brett Butler,Cleveland,14,06-15-1957  (Gemini)
1987,Base on Balls,Dwight Evans,Boston,106,11-03-1951  (Scorpio)
1987,Batting Average,Wade Boggs,Boston,.363,06-15-1958  (Gemini)
1987,Doubles,Paul Molitor,Milwaukee,41,08-22-1956  (Leo)
1987,Hits,Kirby Puckett,Minnesota,207,03-14-1960  (Pisces)
1987,Home Runs,Mark McGwire,Oakland,49,10-01-1963  (Libra)
1987,On Base Percentage,Wade Boggs,Boston,.467,06-15-1958  (Gemini)
1987,RBI,George Bell,Toronto,134,10-21-1959  (Libra)
1987,Runs,Paul Molitor,Milwaukee,114,08-22-1956  (Leo)
1987,Slugging Average,Mark McGwire,Oakland,.618,10-01-1963  (Libra)
1987,Stolen Bases,Harold Reynolds,Seattle,67,11-26-1960  (Sagittarius)
1987,Total Bases,George Bell,Toronto,369,10-21-1959  (Libra)
1987,Triples,Willie Wilson,Kansas City,15,07-09-1955  (Cancer)
1988,Base on Balls,Wade Boggs,Boston,125,06-15-1958  (Gemini)
1988,Batting Average,Wade Boggs,Boston,.366,06-15-1958  (Gemini)
1988,Doubles,Wade Boggs,Boston,45,06-15-1958  (Gemini)
1988,Hits,Kirby Puckett,Minnesota,234,03-14-1960  (Pisces)
1988,Home Runs,Jose Canseco,Oakland,42,07-02-1964  (Cancer)
1988,On Base Percentage,Wade Boggs,Boston,.480,06-15-1958  (Gemini)
1988,RBI,Jose Canseco,Oakland,124,07-02-1964  (Cancer)
1988,Runs,Wade Boggs,Boston,128,06-15-1958  (Gemini)
1988,Slugging Average,Jose Canseco,Oakland,.569,07-02-1964  (Cancer)
1988,Stolen Bases,Rickey Henderson,New York,93,12-25-1958  (Capricorn)
1988,Total Bases,Kirby Puckett,Minnesota,358,03-14-1960  (Pisces)
1988,Triples,Harold Reynolds,Seattle,11,11-26-1960  (Sagittarius)
1989,Base on Balls,Rickey Henderson,New York,126,12-25-1958  (Capricorn)
1989,Batting Average,Kirby Puckett,Minnesota,.339,03-14-1960  (Pisces)
1989,Doubles,Wade Boggs,Boston,51,06-15-1958  (Gemini)
1989,Hits,Kirby Puckett,Minnesota,215,03-14-1960  (Pisces)
1989,Home Runs,Fred McGriff,Toronto,36,10-31-1963  (Scorpio)
1989,On Base Percentage,Wade Boggs,Boston,.434,06-15-1958  (Gemini)
1989,RBI,Ruben Sierra,Texas,119,10-06-1965  (Libra)
1989,Runs,Wade Boggs,Boston,113,06-15-1958  (Gemini)
1989,Slugging Average,Ruben Sierra,Texas,.543,10-06-1965  (Libra)
1989,Stolen Bases,Rickey Henderson,New York,77,12-25-1958  (Capricorn)
1989,Total Bases,Ruben Sierra,Texas,344,10-06-1965  (Libra)
1989,Triples,Ruben Sierra,Texas,14,10-06-1965  (Libra)
1990,Base on Balls,Mark McGwire,Oakland,110,10-01-1963  (Libra)
1990,Batting Average,George Brett,Kansas City,.329,05-15-1953  (Taurus)
1990,Doubles,George Brett,Kansas City,45,05-15-1953  (Taurus)
1990,Hits,Rafael Palmeiro,Texas,191,09-24-1964  (Libra)
1990,Home Runs,Cecil Fielder,Detroit,51,09-21-1963  (Virgo)
1990,On Base Percentage,Rickey Henderson,Oakland,.441,12-25-1958  (Capricorn)
1990,RBI,Cecil Fielder,Detroit,132,09-21-1963  (Virgo)
1990,Runs,Rickey Henderson,Oakland,119,12-25-1958  (Capricorn)
1990,Slugging Average,Cecil Fielder,Detroit,.592,09-21-1963  (Virgo)
1990,Stolen Bases,Rickey Henderson,Oakland,65,12-25-1958  (Capricorn)
1990,Total Bases,Cecil Fielder,Detroit,339,09-21-1963  (Virgo)
1990,Triples,Tony Fernandez,Toronto,17,06-30-1962  (Cancer)
1991,Base on Balls,Frank Thomas,Chicago,138,05-27-1968  (Gemini)
1991,Batting Average,Julio Franco,Texas,.341,08-23-1958  (Virgo)
1991,Doubles,Rafael Palmeiro,Texas,49,09-24-1964  (Libra)
1991,Hits,Paul Molitor,Milwaukee,216,08-22-1956  (Leo)
1991,Home Runs,Jose Canseco,Oakland,44,07-02-1964  (Cancer)
1991,On Base Percentage,Frank Thomas,Chicago,.454,05-27-1968  (Gemini)
1991,RBI,Cecil Fielder,Detroit,133,09-21-1963  (Virgo)
1991,Runs,Paul Molitor,Milwaukee,133,08-22-1956  (Leo)
1991,Slugging Average,Danny Tartabull,Kansas City,.593,10-30-1962  (Scorpio)
1991,Stolen Bases,Rickey Henderson,Oakland,58,12-25-1958  (Capricorn)
1991,Total Bases,"Cal Ripken, Jr.",Baltimore,368,08-24-1960  (Virgo)
1991,Triples,Lance Johnson,Chicago,12,07-06-1963  (Cancer)
1992,Base on Balls,Mickey Tettleton,Detroit,122,09-16-1960  (Virgo)
1992,Batting Average,Edgar Martinez,Seattle,.343,01-02-1963  (Capricorn)
1992,Doubles,Edgar Martinez,Seattle,46,01-02-1963  (Capricorn)
1992,Hits,Kirby Puckett,Minnesota,210,03-14-1960  (Pisces)
1992,Home Runs,Juan Gonzalez,Texas,43,10-20-1969  (Libra)
1992,On Base Percentage,Frank Thomas,Chicago,.446,05-27-1968  (Gemini)
1992,RBI,Cecil Fielder,Detroit,124,09-21-1963  (Virgo)
1992,Runs,Tony Phillips,Detroit,114,04-25-1959  (Taurus)
1992,Slugging Average,Mark McGwire,Oakland,.585,10-01-1963  (Libra)
1992,Stolen Bases,Kenny Lofton,Cleveland,66,05-31-1967  (Gemini)
1992,Total Bases,Kirby Puckett,Minnesota,313,03-14-1960  (Pisces)
1992,Triples,Lance Johnson,Chicago,12,07-06-1963  (Cancer)
1993,Base on Balls,Tony Phillips,Detroit,132,04-25-1959  (Taurus)
1993,Batting Average,John Olerud,Toronto,.363,08-05-1968  (Leo)
1993,Doubles,John Olerud,Toronto,54,08-05-1968  (Leo)
1993,Hits,Paul Molitor,Toronto,211,08-22-1956  (Leo)
1993,Home Runs,Juan Gonzalez,Texas,46,10-20-1969  (Libra)
